iter	Logloss
121	0.2003762073
122	0.1998205556
123	0.1993850061
124	0.1987252791
125	0.1983068352
126	0.1978313325
127	0.1973776261
128	0.1965817563
129	0.195624739
130	0.1952702418
131	0.1944254953
132	0.1937052049
133	0.1927499805
134	0.191897645
135	0.1913872709
136	0.1909656727
137	0.190319223
138	0.1898292838
139	0.1892721223
140	0.1887868605
141	0.1881735839
142	0.1875842199
143	0.1871887315
144	0.1867238237
145	0.1864226378
146	0.1861082286
147	0.185664524
148	0.1853412453
149	0.1849337062
150	0.1845236465
151	0.184136785
152	0.1839136319
153	0.1832154614
154	0.1827222063
155	0.182180317
156	0.1815954822
157	0.1809082301
158	0.180523377
159	0.1801374186
160	0.1797188263
161	0.179183933
162	0.1789463973
163	0.1785783801
164	0.1782193942
165	0.1776989509
166	0.1771701772
167	0.1767171044
168	0.1762018777
169	0.1757514603
170	0.1755006339
171	0.1752386194
172	0.1750066912
173	0.174617336
174	0.1740899507
175	0.1738784574
176	0.1735615949
177	0.1730820349
178	0.1728457933
179	0.1721231575
180	0.1716694242
181	0.1713702468
182	0.1711288021
183	0.170802814
184	0.1702687429
185	0.1698299718
186	0.1693997333
187	0.1689756548
188	0.1686875037
189	0.1682583839
190	0.1679560658
191	0.1675726685
192	0.1673586815
193	0.1668920753
194	0.166681593
195	0.1661670806
196	0.1657115545
197	0.1653724778
198	0.1651100186
199	0.1647847179
200	0.1644987369
201	0.1640600467
202	0.1637749824
203	0.1636272066
204	0.1635115661
205	0.1632522206
206	0.1628714922
207	0.1626291174
208	0.162418042
209	0.1619914159
210	0.1616131813
211	0.1613674231
212	0.1610586753
213	0.1606411344
214	0.1603290032
215	0.1599664317
216	0.1597044847
217	0.1593970983
218	0.1591098098
219	0.1589258956
220	0.158582411
221	0.1583750694
222	0.1581818678
223	0.1579554258
224	0.157635773
225	0.157355723
226	0.1570960001
227	0.1568380565
228	0.156586583
229	0.1562905328
230	0.1559110985
231	0.1556970172
232	0.1552975928
233	0.1549164735
234	0.1546937653
235	0.1543229174
236	0.1540336474
237	0.1538311854
238	0.1535877187
239	0.1533022635
240	0.15308922
241	0.1527555621
242	0.1524077506
243	0.1521759707
244	0.1519942267
245	0.1518324188
246	0.1515751492
247	0.1514022342
248	0.151168648
249	0.1509868905
250	0.1507244851
251	0.1503842357
252	0.1500926742
253	0.1498457164
254	0.1495489114
255	0.149273714
256	0.1491075792
257	0.1487781269
258	0.1485894139
259	0.1482091439
260	0.1479863952
261	0.1478304105
262	0.1475684769
263	0.1473696544
264	0.1470981773
265	0.1467516464
266	0.1464017996
267	0.1461814907
268	0.1459734886
269	0.1457453482
270	0.1455696025
271	0.1453741903
272	0.1451819592
273	0.1448956008
274	0.1447166065
275	0.1445308591
276	0.1443002923
277	0.1441178339
278	0.1439948739
279	0.1437426995
280	0.1435445644
281	0.1433373037
282	0.1431026931
283	0.1428018577
284	0.142578098
285	0.14243287
286	0.1420293478
287	0.1418863168
288	0.1415074352
289	0.1413138427
290	0.1410631914
291	0.1406207944
292	0.1402739131
293	0.1399994031
294	0.1396668235
295	0.1395322712
296	0.1392990759
297	0.1390451222
298	0.1387781608
299	0.1384981108
300	0.1383383923
301	0.1381997691
302	0.1379976576
303	0.1378667447
304	0.1376192477
305	0.1374319232
306	0.1372163051
307	0.1370039492
308	0.1367935477
309	0.1366139065
310	0.1364579892
311	0.1363179237
312	0.1361141542
313	0.1359411044
314	0.1358511557
315	0.1357370653
316	0.1356003023
317	0.1353708409
318	0.135191631
319	0.1349465333
320	0.1345963225
321	0.1343332163
322	0.1341460265
323	0.1340059071
324	0.1339062532
325	0.1336318377
326	0.1334463598
327	0.1331408336
328	0.1329241102
329	0.1327371227
330	0.1325162746
331	0.132314527
332	0.13202891
333	0.1317812781
334	0.13157395
335	0.1314567054
336	0.1312679385
337	0.1311380771
338	0.1308845547
339	0.1307525096
340	0.1305298013
341	0.1303877274
342	0.1302204334
343	0.1300387568
344	0.1299152442
345	0.1297605535
346	0.1295489254
347	0.1294437853
348	0.1292311867
349	0.129006187
350	0.1288674021
351	0.1286878552
352	0.1284820368
353	0.1283319696
354	0.1280885838
355	0.1279523331
356	0.1278101783
357	0.1275561302
358	0.1273986223
359	0.1272702032
360	0.1271429433
361	0.1270413079
362	0.1269218391
363	0.1267193097
364	0.1264621883
365	0.1260959234
366	0.1259101895
367	0.1256887214
368	0.1255429541
369	0.1253440776
370	0.125248481
371	0.1249674066
372	0.1246928158
373	0.1245791297
374	0.1243506657
375	0.1241781282
376	0.1240859015
377	0.123915952
378	0.1237918058
379	0.1235616569
380	0.1233279764
381	0.1230979892
382	0.1229786283
383	0.1227952263
384	0.1226066347
385	0.1224487898
386	0.1222607239
387	0.1221023263
388	0.1217828757
389	0.1215886362
390	0.1215033649
391	0.1214055577
392	0.1212920603
393	0.1211573463
394	0.1209424157
395	0.1207738007
396	0.1206215902
397	0.1205179329
398	0.1203935846
399	0.1202317632
400	0.1199839831
401	0.1198166756
402	0.1196357134
403	0.1193952257
404	0.1192636254
405	0.1191258245
406	0.1189880506
407	0.1188547653
408	0.1186674677
409	0.1185277663
410	0.1183668211
411	0.1182933174
412	0.1181537642
413	0.1179194636
414	0.1177465756
415	0.1175993121
416	0.1174467242
417	0.1172289494
418	0.1170436468
419	0.1169285185
420	0.1166972777
421	0.1165124469
422	0.1163554781
423	0.1161872405
424	0.1160583766
425	0.1159013135
426	0.115816824
427	0.1156359561
428	0.1154601835
429	0.1153804658
430	0.1152456978
431	0.1151519614
432	0.1149966237
433	0.1149096135
434	0.1146970149
435	0.1145534718
436	0.1143786427
437	0.1142400196
438	0.1141472537
439	0.1139963912
440	0.113872272
441	0.1137296454
442	0.1135479014
443	0.1133548076
444	0.1131378416
445	0.1129859951
446	0.1128167061
447	0.1127267372
448	0.1125444473
449	0.1124111014
450	0.1121937917
451	0.1121045507
452	0.1118651616
453	0.1117494806
454	0.111504639
455	0.1113165057
456	0.1111497778
457	0.1109804888
458	0.1108549273
459	0.1106959569
460	0.1106412099
461	0.1104710515
462	0.1103846007
463	0.1102078576
464	0.1100475729
465	0.1099745477
466	0.1097957018
467	0.1096823527
468	0.109566611
469	0.109434667
470	0.1092163463
471	0.1091003351
472	0.1089275144
473	0.1087947212
474	0.1086417154
475	0.1084936567
476	0.1082780723
477	0.1081192637
478	0.1080357178
479	0.1079275381
480	0.1077495885
481	0.1076389353
482	0.1074569689
483	0.1072443231
484	0.1070989669
485	0.1070289949
486	0.1068545972
487	0.1067726823
488	0.1066519936
489	0.1065220715
490	0.1063765401
491	0.1062454116
492	0.1061532455
493	0.1059619108
494	0.1057590579
495	0.1056844219
496	0.1055603567
497	0.1053796371
498	0.1052625542
499	0.1051670856
500	0.1050057361
501	0.104900569
502	0.1048412256
503	0.1047257804
504	0.1044585292
505	0.1043211731
506	0.1042045553
507	0.1040842508
508	0.1039401752
509	0.1038519519
510	0.1036648295
511	0.1035620079
512	0.1034231759
513	0.1033289407
514	0.103108551
515	0.1029969879
516	0.1028508567
517	0.1027896059
518	0.1025942745
519	0.102432224
520	0.1023602435
521	0.1022705172
522	0.1021160894
523	0.1019942819
524	0.1018904224
525	0.1017621246
526	0.1016643915
527	0.1016435792
528	0.1015469784
529	0.1014985668
530	0.1012815604
531	0.1011294442
532	0.1010161289
533	0.1008652596
534	0.1007581111
535	0.1006422279
536	0.1005323969
537	0.100345342
538	0.100230618
539	0.1001452052
540	0.1000280616
541	0.09992054242
542	0.09982380682
543	0.09968327633
544	0.09947728942
545	0.09938013596
546	0.09925483731
547	0.09922807377
548	0.09909579274
549	0.09904149733
550	0.09890434346
551	0.09880552528
552	0.09866798724
553	0.09855881007
554	0.09841092652
555	0.098320715
556	0.09823048325
557	0.09804563893
558	0.09795905339
559	0.09788076448
560	0.09771516888
561	0.09760239941
562	0.09751148022
563	0.09732945311
564	0.09722041073
565	0.09711283087
566	0.09702774156
567	0.09692836398
568	0.09684566727
569	0.09673605875
570	0.09663884463
571	0.09661087467
572	0.09644407266
573	0.09635977863
574	0.09632575638
575	0.0962519831
576	0.09612902988
577	0.09603748389
578	0.09578552516
579	0.09562073158
580	0.09548611186
581	0.09541358543
582	0.09533427208
583	0.09517857043
584	0.09506855752
585	0.09500235298
586	0.09492270264
587	0.09489528535
588	0.09483861755
589	0.09475042121
590	0.0945288183
591	0.09450469
592	0.0944668935
593	0.09435965063
594	0.09425624942
595	0.09405845804
596	0.09396754558
597	0.09391242792
598	0.09377228835
599	0.09369718734
600	0.09365177492
601	0.09355288934
602	0.09348077403
603	0.09328172906
604	0.09313813873
605	0.09300982742
606	0.09284859917
607	0.09271326503
608	0.09263378319
609	0.09256531409
610	0.09239236542
611	0.09230304354
612	0.09222852889
613	0.09216632102
614	0.09210004234
615	0.09201551242
616	0.09190220378
617	0.09176523862
618	0.09165997724
619	0.0916007416
620	0.09151580056
621	0.09136675103
622	0.09128881933
623	0.09123693001
624	0.09116312977
625	0.09104885735
626	0.09097024493
627	0.09083586784
628	0.09074309521
629	0.0906669428
630	0.09063606127
631	0.09059192941
632	0.09041467404
633	0.09035974509
634	0.09022914226
635	0.09010714608
636	0.09002158499
637	0.08991352661
638	0.08981915666
639	0.08971870746
640	0.08954749764
641	0.08950053508
642	0.08943177617
643	0.08934597919
644	0.0892730012
645	0.08922857278
646	0.0891296872
647	0.08907531765
648	0.08899959659
649	0.08893110053
650	0.08876185198
651	0.08864396031
652	0.08859934992
653	0.08851452346
654	0.08842376601
655	0.08833263788
656	0.08814642539
657	0.08799775329
658	0.08788391221
659	0.08778014031
660	0.0876997823
661	0.08760148308
662	0.08744255309
663	0.0873768675
664	0.08716654693
665	0.08700726647
666	0.08687563246
667	0.08678852796
668	0.08666289232
669	0.08659182842
670	0.0864219059
671	0.08635491954
672	0.0862437137
673	0.08619001139
674	0.08611848919
675	0.08600789667
676	0.08594225826
677	0.08586957008
678	0.08577881938
679	0.08571484569
680	0.08558239617
681	0.08552658432
682	0.08543470133
683	0.08528495088
684	0.08517735754
685	0.0851222938
686	0.08505272613
687	0.08490302959
688	0.08483995903
689	0.0847630585
690	0.08466812242
691	0.08458905169
692	0.0845685359
693	0.08448872381
694	0.08440846015
695	0.08434189166
696	0.08424787218
697	0.0841473084
698	0.08406107333
699	0.08399122258
700	0.0838416878
701	0.08371133434
702	0.08368767108
703	0.0836422654
704	0.08358336
705	0.08352458266
706	0.08342556903
707	0.08329829563
708	0.08326001386
709	0.0832258703
710	0.08308152512
711	0.08302131895
712	0.08298119724
713	0.08288062672
714	0.08280392165
715	0.08270501585
716	0.08259362804
717	0.08243669975
718	0.08242857835
719	0.08238825444
720	0.0822226184
721	0.08206377602
722	0.0819243239
723	0.08191577116
724	0.08180492253
725	0.08160160456
726	0.08150315032
727	0.081344436
728	0.08126029699
729	0.08123814344
730	0.08116453191
731	0.08108492201
732	0.08101697861
733	0.08083789677
734	0.08074480737
735	0.08068818001
736	0.08067962053
737	0.08058976622
738	0.08046332855
739	0.08040652595
740	0.08026442511
741	0.08017128179
742	0.08008561286
743	0.07999241563
744	0.07995195692
745	0.07988141198
746	0.07979552737
747	0.07970898901
748	0.07958605601
749	0.07949582427
750	0.07932473577
751	0.07919176728
752	0.07912333863
753	0.07904767822
754	0.07888181976
755	0.07878273873
756	0.07861412372
757	0.07860243026
758	0.07853177074
759	0.07847135564
760	0.07840213169
761	0.07828412545
762	0.07819524165
763	0.07812875404
764	0.07804067228
765	0.0778899176
766	0.07771952329
767	0.07763712313
768	0.07752768311
769	0.07742604771
770	0.07740361783
771	0.07726897115
772	0.07721888134
773	0.07720670936
774	0.07705210628
775	0.07693773276
776	0.07688676679
777	0.07683432481
778	0.0767956791
779	0.07667309657
780	0.0765450481
781	0.07645286857
782	0.0763851004
783	0.07633995083
784	0.07627566712
785	0.07619043627
786	0.0761131044
787	0.07603530749
788	0.07601872097
789	0.07588114924
790	0.07581212074
791	0.07569521981
792	0.07560738068
793	0.07554170858
794	0.07548232466
795	0.0753908191
796	0.07529322756
797	0.07511923423
798	0.07500181434
799	0.07497101369
800	0.07488854614
801	0.0747665904
802	0.07468805886
803	0.07464176353
804	0.07451872944
805	0.07437814504
806	0.07437085263
807	0.07427706904
808	0.07419010607
809	0.07401274287
810	0.07396265306
811	0.0739097056
812	0.07387057463
813	0.0738029143
814	0.07369317099
815	0.07361523254
816	0.07352295865
817	0.07349420015
818	0.0734175827
819	0.07325275542
820	0.07317611101
821	0.07308560968
822	0.0729439267
823	0.07293152556
824	0.07279876601
825	0.07269822245
826	0.07261601101
827	0.072567532
828	0.07247054029
829	0.07241476214
830	0.07233486917
831	0.07227452147
832	0.07218726195
833	0.07202309517
834	0.07195882494
835	0.07189977801
836	0.07181276786
837	0.07179491427
838	0.07178322755
839	0.07168831842
840	0.07160448944
841	0.07154366321
842	0.0714273756
843	0.071295964
844	0.07123715296
845	0.07118954338
846	0.07112267835
847	0.07106869971
848	0.0709759136
849	0.07087284937
850	0.07079125799
851	0.07070779969
852	0.07059498305
853	0.07051729398
854	0.07046430608
855	0.07041224827
856	0.07036156536
857	0.07027974483
858	0.07015979753
859	0.07007980347
860	0.07002575069
861	0.06995418805
862	0.06980236175
863	0.06977935899
864	0.06974493236
865	0.06963010053
866	0.06956729282
867	0.06949823063
868	0.06944569429
869	0.06936715601
870	0.06925688026
871	0.06921175091
872	0.0691588978
873	0.06909005802
874	0.06902063862
875	0.0689723955
876	0.06889413355
877	0.06884531082
878	0.06877484001
879	0.068702536
880	0.06869386868
881	0.06863114859
882	0.06857821461
883	0.06843293261
884	0.06832523144
885	0.06825647253
886	0.06822245028
887	0.06816479848
888	0.06809818281
889	0.06801440775
890	0.06788629862
891	0.06782000646
892	0.06773379161
893	0.06768484756
894	0.06756109231
895	0.06744626049
896	0.06735810458
897	0.06730329696
898	0.06724203939
899	0.06712002973
900	0.06706050428
901	0.06700541358
902	0.06688146962
903	0.06680347726
904	0.06675993849
905	0.06672805274
906	0.06665388855
907	0.06657038982
908	0.06651460493
909	0.06638367184
910	0.06633005715
911	0.06627668509
912	0.06620380819
913	0.06619042306
914	0.0660988838
915	0.06599494341
916	0.06594960513
917	0.0658652774
918	0.06580253035
919	0.0657582839
920	0.06573462739
921	0.06562100198
922	0.06557186922
923	0.06554338705
924	0.06546336602
925	0.06540274199
926	0.0653565882
927	0.0653194724
928	0.06527356124
929	0.06519252251
930	0.06513169629
931	0.06508640518
932	0.0650347922
933	0.06493244913
934	0.0647984562
935	0.06472539059
936	0.06463633156
937	0.06462489421
938	0.06458777168
939	0.0645199159
940	0.06441174969
941	0.06436509041
942	0.06422195165
943	0.06412599112
944	0.06399501086
945	0.06396306446
946	0.0639394012
947	0.06387364148
948	0.06372993658
949	0.06364626935
950	0.06356117329
951	0.06347365093
952	0.06343437842
953	0.06330965265
954	0.06328658923
955	0.06323092565
956	0.06317836236
957	0.0631173609
958	0.06309873898
959	0.06305614377
960	0.0628822111
961	0.06278707956
962	0.0626859766
963	0.06264654908
964	0.06257519537
965	0.06248660138
966	0.06246814795
967	0.06238218247
968	0.06230914382
969	0.06218931111
970	0.06213832491
971	0.06206799564
972	0.06201235229
973	0.06200137324
974	0.06188257844
975	0.0618073022
976	0.06173112957
977	0.06164579088
978	0.06153789426
979	0.06148632845
980	0.06136705513
981	0.06125190654
982	0.06116858978
983	0.06116389217
984	0.06112883874
985	0.06107624849
986	0.06099579612
987	0.06093310973
988	0.06082889301
989	0.06080651704
990	0.060779922
991	0.06069412501
992	0.06064463504
993	0.06053164991
994	0.06051139697
995	0.06044490936
996	0.06035384188
997	0.06027145521
998	0.06018252423
999	0.06015834202
